id,ip,recorded_timestamp,date,time,ping,players_online,online
8130,mineplex.com,2023-08-23 05:37:55,2023-08-23,"05:37:55","0",,"0"
8131,mc.ltt.gg,2023-08-23 05:38:15,2023-08-23,"05:38:15",85,,"0"
8132,purpleprison.net,2023-08-23 05:38:15,2023-08-23,"05:38:15",105,552,1
8134,hypixel.net,2023-08-23 05:43:21,2023-08-23,"05:43:21",148,40583,1
8135,minemen.club,2023-08-23 05:43:22,2023-08-23,"05:43:22",122,1097,1
8136,mc.minehut.com,2023-08-23 05:43:22,2023-08-23,"05:43:22",177,7123,1
8137,og-network.net,2023-08-23 05:43:27,2023-08-23,"05:43:27",114,60,1
8138,mineplex.com,2023-08-23 05:43:47,2023-08-23,"05:43:47",19,,"0"
8139,mc.ltt.gg,2023-08-23 05:44:05,2023-08-23,"05:44:05",84,,"0"
8140,purpleprison.net,2023-08-23 05:44:05,2023-08-23,"05:44:05",98,534,1
8142,hypixel.net,2023-08-23 05:49:15,2023-08-23,"05:49:15",149,41058,1
8143,minemen.club,2023-08-23 05:49:16,2023-08-23,"05:49:16",100,1130,1
8144,mc.minehut.com,2023-08-23 05:49:16,2023-08-23,"05:49:16",180,7229,1
8145,og-network.net,2023-08-23 05:49:16,2023-08-23,"05:49:16",110,58,1
8146,mineplex.com,2023-08-23 05:49:28,2023-08-23,"05:49:28",19,,"0"
8147,mc.ltt.gg,2023-08-23 05:49:47,2023-08-23,"05:49:47",86,,"0"
8148,purpleprison.net,2023-08-23 05:49:47,2023-08-23,"05:49:47",158,103,1
8150,hypixel.net,2023-08-23 05:54:54,2023-08-23,"05:54:54",151,41405,1
8151,minemen.club,2023-08-23 05:54:54,2023-08-23,"05:54:54",89,1108,1
8152,mc.minehut.com,2023-08-23 05:54:55,2023-08-23,"05:54:55",180,7309,1
8153,og-network.net,2023-08-23 05:54:55,2023-08-23,"05:54:55",112,57,1
8154,mineplex.com,2023-08-23 05:55:07,2023-08-23,"05:55:07",22,,"0"
8155,mc.ltt.gg,2023-08-23 05:55:19,2023-08-23,"05:55:19",84,,"0"
8156,purpleprison.net,2023-08-23 05:55:20,2023-08-23,"05:55:20",122,654,1
8158,hypixel.net,2023-08-23 06:00:27,2023-08-23,"06:00:27",155,41670,1
8159,minemen.club,2023-08-23 06:00:35,2023-08-23,"06:00:35",114,1072,1
8160,mc.minehut.com,2023-08-23 06:00:37,2023-08-23,"06:00:37",179,7422,1
8161,og-network.net,2023-08-23 06:00:37,2023-08-23,"06:00:37",119,61,1
8162,mineplex.com,2023-08-23 06:00:50,2023-08-23,"06:00:50",24,,"0"
8163,mc.ltt.gg,2023-08-23 06:01:08,2023-08-23,"06:01:08",86,,"0"
8164,purpleprison.net,2023-08-23 06:01:08,2023-08-23,"06:01:08",102,648,1
8166,hypixel.net,2023-08-23 06:06:15,2023-08-23,"06:06:15",145,41741,1
8167,minemen.club,2023-08-23 06:06:15,2023-08-23,"06:06:15",107,1114,1
8168,mc.minehut.com,2023-08-23 06:06:16,2023-08-23,"06:06:16",192,7522,1
8169,og-network.net,2023-08-23 06:06:16,2023-08-23,"06:06:16",115,62,1
8170,mineplex.com,2023-08-23 06:06:28,2023-08-23,"06:06:28",19,,"0"
8171,mc.ltt.gg,2023-08-23 06:06:47,2023-08-23,"06:06:47",86,,"0"
8172,purpleprison.net,2023-08-23 06:06:47,2023-08-23,"06:06:47",105,594,1
8174,hypixel.net,2023-08-23 06:11:49,2023-08-23,"06:11:49",143,41879,1
8175,minemen.club,2023-08-23 06:11:50,2023-08-23,"06:11:50",107,1090,1
8176,mc.minehut.com,2023-08-23 06:11:50,2023-08-23,"06:11:50",178,7558,1
8177,og-network.net,2023-08-23 06:11:50,2023-08-23,"06:11:50",109,59,1
8178,mineplex.com,2023-08-23 06:12:15,2023-08-23,"06:12:15","0",,"0"
8179,mc.ltt.gg,2023-08-23 06:12:45,2023-08-23,"06:12:45","0",,"0"
8180,purpleprison.net,2023-08-23 06:12:48,2023-08-23,"06:12:48",124,624,1
8182,hypixel.net,2023-08-23 06:17:55,2023-08-23,"06:17:55",152,42215,1
8183,minemen.club,2023-08-23 06:17:55,2023-08-23,"06:17:55",113,1153,1
8184,mc.minehut.com,2023-08-23 06:17:55,2023-08-23,"06:17:55",170,7679,1
8185,og-network.net,2023-08-23 06:17:56,2023-08-23,"06:17:56",107,61,1
8186,mineplex.com,2023-08-23 06:18:08,2023-08-23,"06:18:08",20,,"0"
8187,mc.ltt.gg,2023-08-23 06:18:20,2023-08-23,"06:18:20",87,,"0"
8188,purpleprison.net,2023-08-23 06:18:21,2023-08-23,"06:18:21",97,654,1
8190,hypixel.net,2023-08-23 06:23:26,2023-08-23,"06:23:26",146,42683,1
8191,minemen.club,2023-08-23 06:23:27,2023-08-23,"06:23:27",105,1175,1
8192,mc.minehut.com,2023-08-23 06:23:27,2023-08-23,"06:23:27",168,7807,1
8193,og-network.net,2023-08-23 06:23:27,2023-08-23,"06:23:27",107,61,1
8194,mineplex.com,2023-08-23 06:23:52,2023-08-23,"06:23:52","0",,"0"
8195,mc.ltt.gg,2023-08-23 06:24:22,2023-08-23,"06:24:22","0",,"0"
8196,purpleprison.net,2023-08-23 06:24:34,2023-08-23,"06:24:34",27,,"0"
8198,hypixel.net,2023-08-23 06:29:37,2023-08-23,"06:29:37",149,43044,1
8199,minemen.club,2023-08-23 06:29:38,2023-08-23,"06:29:38",111,1181,1
8200,mc.minehut.com,2023-08-23 06:29:38,2023-08-23,"06:29:38",171,7866,1
8201,og-network.net,2023-08-23 06:29:44,2023-08-23,"06:29:44",121,66,1
8202,mineplex.com,2023-08-23 06:30:06,2023-08-23,"06:30:06","0",,"0"
8203,mc.ltt.gg,2023-08-23 06:30:26,2023-08-23,"06:30:26",86,,"0"
8204,purpleprison.net,2023-08-23 06:30:27,2023-08-23,"06:30:27",125,612,1
8206,hypixel.net,2023-08-23 06:35:32,2023-08-23,"06:35:32",169,43400,1
8207,minemen.club,2023-08-23 06:35:33,2023-08-23,"06:35:33",118,1178,1
8208,mc.minehut.com,2023-08-23 06:35:33,2023-08-23,"06:35:33",178,8019,1
8209,og-network.net,2023-08-23 06:35:39,2023-08-23,"06:35:39",130,68,1
8210,mineplex.com,2023-08-23 06:36:03,2023-08-23,"06:36:03","0",,"0"
8211,mc.ltt.gg,2023-08-23 06:36:24,2023-08-23,"06:36:24",86,,"0"
8212,purpleprison.net,2023-08-23 06:36:24,2023-08-23,"06:36:24",131,624,1
8214,hypixel.net,2023-08-23 06:41:31,2023-08-23,"06:41:31",149,43492,1
8215,minemen.club,2023-08-23 06:41:31,2023-08-23,"06:41:31",86,1245,1
8216,mc.minehut.com,2023-08-23 06:41:31,2023-08-23,"06:41:31",170,8014,1
8217,og-network.net,2023-08-23 06:41:32,2023-08-23,"06:41:32",109,71,1
8218,mineplex.com,2023-08-23 06:41:44,2023-08-23,"06:41:44",19,,"0"
8219,mc.ltt.gg,2023-08-23 06:42:07,2023-08-23,"06:42:07",83,,"0"
8220,purpleprison.net,2023-08-23 06:42:08,2023-08-23,"06:42:08",101,618,1
8222,hypixel.net,2023-08-23 06:47:10,2023-08-23,"06:47:10",162,43720,1
8223,minemen.club,2023-08-23 06:47:10,2023-08-23,"06:47:10",115,1265,1
8224,mc.minehut.com,2023-08-23 06:47:11,2023-08-23,"06:47:11",185,8146,1
8225,og-network.net,2023-08-23 06:47:11,2023-08-23,"06:47:11",109,71,1
8226,mineplex.com,2023-08-23 06:47:35,2023-08-23,"06:47:35","0",,"0"
8227,mc.ltt.gg,2023-08-23 06:48:06,2023-08-23,"06:48:06","0",,"0"
8228,purpleprison.net,2023-08-23 06:48:08,2023-08-23,"06:48:08",129,612,1
8230,hypixel.net,2023-08-23 06:53:15,2023-08-23,"06:53:15",156,44022,1
8231,minemen.club,2023-08-23 06:53:15,2023-08-23,"06:53:15",164,1222,1
8232,mc.minehut.com,2023-08-23 06:53:15,2023-08-23,"06:53:15",209,8295,1
8233,og-network.net,2023-08-23 06:53:18,2023-08-23,"06:53:18",110,76,1
8234,mineplex.com,2023-08-23 06:53:40,2023-08-23,"06:53:40","0",,"0"
8235,mc.ltt.gg,2023-08-23 06:53:59,2023-08-23,"06:53:59","0",,"0"
8236,purpleprison.net,2023-08-23 06:54:02,2023-08-23,"06:54:02",121,630,1
8238,hypixel.net,2023-08-23 06:59:09,2023-08-23,"06:59:09",292,44152,1
8239,minemen.club,2023-08-23 06:59:09,2023-08-23,"06:59:09",110,1253,1
8240,mc.minehut.com,2023-08-23 06:59:09,2023-08-23,"06:59:09",196,8286,1
8241,og-network.net,2023-08-23 06:59:10,2023-08-23,"06:59:10",140,75,1
8242,mineplex.com,2023-08-23 06:59:22,2023-08-23,"06:59:22",64,,"0"
8243,mc.ltt.gg,2023-08-23 06:59:41,2023-08-23,"06:59:41",174,,"0"
8244,purpleprison.net,2023-08-23 06:59:41,2023-08-23,"06:59:41",126,648,1
8246,hypixel.net,2023-08-23 07:04:44,2023-08-23,"07:04:44",148,44143,1
8247,minemen.club,2023-08-23 07:04:45,2023-08-23,"07:04:45",94,1189,1
8248,mc.minehut.com,2023-08-23 07:04:45,2023-08-23,"07:04:45",183,8288,1
8249,og-network.net,2023-08-23 07:04:48,2023-08-23,"07:04:48",173,75,1
8250,mineplex.com,2023-08-23 07:05:00,2023-08-23,"07:05:00",55,,"0"
8251,mc.ltt.gg,2023-08-23 07:05:07,2023-08-23,"07:05:07",119,,"0"
8252,purpleprison.net,2023-08-23 07:05:07,2023-08-23,"07:05:07",107,672,1
8254,hypixel.net,2023-08-23 07:10:14,2023-08-23,"07:10:14",141,44331,1
8255,minemen.club,2023-08-23 07:10:14,2023-08-23,"07:10:14",87,1214,1
8256,mc.minehut.com,2023-08-23 07:10:14,2023-08-23,"07:10:14",172,8405,1
8257,og-network.net,2023-08-23 07:10:15,2023-08-23,"07:10:15",112,70,1
8258,mineplex.com,2023-08-23 07:10:27,2023-08-23,"07:10:27",20,,"0"
8259,mc.ltt.gg,2023-08-23 07:10:34,2023-08-23,"07:10:34",202,,"0"
8260,purpleprison.net,2023-08-23 07:10:34,2023-08-23,"07:10:34",228,636,1
8262,hypixel.net,2023-08-23 07:15:37,2023-08-23,"07:15:37",230,44621,1
8263,minemen.club,2023-08-23 07:15:38,2023-08-23,"07:15:38",120,1217,1
8264,mc.minehut.com,2023-08-23 07:15:45,2023-08-23,"07:15:45",182,8389,1
8265,og-network.net,2023-08-23 07:15:45,2023-08-23,"07:15:45",112,72,1
8266,mineplex.com,2023-08-23 07:15:58,2023-08-23,"07:15:58",51,,"0"
8267,mc.ltt.gg,2023-08-23 07:16:16,2023-08-23,"07:16:16",90,,"0"
8268,purpleprison.net,2023-08-23 07:16:16,2023-08-23,"07:16:16",109,678,1
8270,hypixel.net,2023-08-23 07:21:22,2023-08-23,"07:21:22",143,44795,1
8271,minemen.club,2023-08-23 07:21:22,2023-08-23,"07:21:22",118,1244,1
8272,mc.minehut.com,2023-08-23 07:21:23,2023-08-23,"07:21:23",178,8494,1
8273,og-network.net,2023-08-23 07:21:28,2023-08-23,"07:21:28",118,72,1
8274,mineplex.com,2023-08-23 07:21:43,2023-08-23,"07:21:43",30,,"0"
8275,mc.ltt.gg,2023-08-23 07:21:55,2023-08-23,"07:21:55",87,,"0"
8276,purpleprison.net,2023-08-23 07:21:56,2023-08-23,"07:21:56",130,666,1
8278,hypixel.net,2023-08-23 07:26:59,2023-08-23,"07:26:59",284,44892,1
8279,minemen.club,2023-08-23 07:26:59,2023-08-23,"07:26:59",111,1257,1
8280,mc.minehut.com,2023-08-23 07:27:02,2023-08-23,"07:27:02",234,8537,1
8281,og-network.net,2023-08-23 07:27:02,2023-08-23,"07:27:02",115,80,1
8282,mineplex.com,2023-08-23 07:27:25,2023-08-23,"07:27:25","0",,"0"
8283,mc.ltt.gg,2023-08-23 07:27:44,2023-08-23,"07:27:44","0",,"0"
8284,purpleprison.net,2023-08-23 07:27:46,2023-08-23,"07:27:46",221,720,1
8286,hypixel.net,2023-08-23 07:32:52,2023-08-23,"07:32:52",139,44984,1
8287,minemen.club,2023-08-23 07:32:52,2023-08-23,"07:32:52",107,1223,1
8288,mc.minehut.com,2023-08-23 07:32:53,2023-08-23,"07:32:53",174,8562,1
8289,og-network.net,2023-08-23 07:32:55,2023-08-23,"07:32:55",107,81,1
8290,mineplex.com,2023-08-23 07:33:07,2023-08-23,"07:33:07",23,,"0"
8291,mc.ltt.gg,2023-08-23 07:33:36,2023-08-23,"07:33:36","0",,"0"
8292,purpleprison.net,2023-08-23 07:33:38,2023-08-23,"07:33:38",306,702,1
8294,hypixel.net,2023-08-23 07:38:45,2023-08-23,"07:38:45",143,45083,1
8295,minemen.club,2023-08-23 07:38:46,2023-08-23,"07:38:46",91,1264,1
8296,mc.minehut.com,2023-08-23 07:38:46,2023-08-23,"07:38:46",182,8648,1
8297,og-network.net,2023-08-23 07:38:46,2023-08-23,"07:38:46",107,73,1
8298,mineplex.com,2023-08-23 07:38:58,2023-08-23,"07:38:58",118,,"0"
8299,mc.ltt.gg,2023-08-23 07:39:11,2023-08-23,"07:39:11",87,,"0"
8300,purpleprison.net,2023-08-23 07:39:11,2023-08-23,"07:39:11",108,708,1
8302,hypixel.net,2023-08-23 07:44:17,2023-08-23,"07:44:17",196,44620,1
8303,minemen.club,2023-08-23 07:44:18,2023-08-23,"07:44:18",150,1230,1
8304,mc.minehut.com,2023-08-23 07:44:23,2023-08-23,"07:44:23",210,8468,1
8305,og-network.net,2023-08-23 07:44:26,2023-08-23,"07:44:26",107,69,1
8306,mineplex.com,2023-08-23 07:44:48,2023-08-23,"07:44:48","0",,"0"
8307,mc.ltt.gg,2023-08-23 07:45:13,2023-08-23,"07:45:13","0",,"0"
8308,purpleprison.net,2023-08-23 07:45:16,2023-08-23,"07:45:16",182,654,1
8310,hypixel.net,2023-08-23 07:50:19,2023-08-23,"07:50:19",140,45033,1
8311,minemen.club,2023-08-23 07:50:19,2023-08-23,"07:50:19",104,1234,1
8312,mc.minehut.com,2023-08-23 07:50:19,2023-08-23,"07:50:19",175,8672,1
8313,og-network.net,2023-08-23 07:50:20,2023-08-23,"07:50:20",105,75,1
8314,mineplex.com,2023-08-23 07:50:44,2023-08-23,"07:50:44","0",,"0"
8315,mc.ltt.gg,2023-08-23 07:51:00,2023-08-23,"07:51:00",136,,"0"
8316,purpleprison.net,2023-08-23 07:51:00,2023-08-23,"07:51:00",93,696,1
8318,hypixel.net,2023-08-23 07:56:05,2023-08-23,"07:56:05",138,45194,1
8319,minemen.club,2023-08-23 07:56:06,2023-08-23,"07:56:06",104,1231,1
8320,mc.minehut.com,2023-08-23 07:56:06,2023-08-23,"07:56:06",173,8729,1
8321,og-network.net,2023-08-23 07:56:06,2023-08-23,"07:56:06",104,72,1
8322,mineplex.com,2023-08-23 07:56:31,2023-08-23,"07:56:31","0",,"0"
8323,mc.ltt.gg,2023-08-23 07:56:51,2023-08-23,"07:56:51",83,,"0"
8324,purpleprison.net,2023-08-23 07:56:51,2023-08-23,"07:56:51",96,630,1
8326,hypixel.net,2023-08-23 08:01:54,2023-08-23,"08:01:54",135,45181,1
8327,minemen.club,2023-08-23 08:01:54,2023-08-23,"08:01:54",102,1192,1
8328,mc.minehut.com,2023-08-23 08:01:55,2023-08-23,"08:01:55",175,8790,1
8329,og-network.net,2023-08-23 08:01:55,2023-08-23,"08:01:55",105,72,1
8330,mineplex.com,2023-08-23 08:02:19,2023-08-23,"08:02:19","0",,"0"
8331,mc.ltt.gg,2023-08-23 08:02:44,2023-08-23,"08:02:44","0",,"0"
8332,purpleprison.net,2023-08-23 08:02:46,2023-08-23,"08:02:46",86,594,1
8334,hypixel.net,2023-08-23 08:07:48,2023-08-23,"08:07:48",138,45268,1
8335,minemen.club,2023-08-23 08:07:49,2023-08-23,"08:07:49",106,1207,1
8336,mc.minehut.com,2023-08-23 08:07:49,2023-08-23,"08:07:49",178,8815,1
8337,og-network.net,2023-08-23 08:07:49,2023-08-23,"08:07:49",105,76,1
8338,mineplex.com,2023-08-23 08:08:14,2023-08-23,"08:08:14","0",,"0"
8339,mc.ltt.gg,2023-08-23 08:08:35,2023-08-23,"08:08:35",83,,"0"
8340,purpleprison.net,2023-08-23 08:08:35,2023-08-23,"08:08:35",105,642,1
8342,hypixel.net,2023-08-23 08:13:37,2023-08-23,"08:13:37",135,45454,1
8343,minemen.club,2023-08-23 08:13:38,2023-08-23,"08:13:38",106,1204,1
8344,mc.minehut.com,2023-08-23 08:13:38,2023-08-23,"08:13:38",171,8878,1
8345,og-network.net,2023-08-23 08:13:38,2023-08-23,"08:13:38",104,76,1
8346,mineplex.com,2023-08-23 08:14:03,2023-08-23,"08:14:03","0",,"0"
8347,mc.ltt.gg,2023-08-23 08:14:24,2023-08-23,"08:14:24","0",,"0"
8348,purpleprison.net,2023-08-23 08:14:27,2023-08-23,"08:14:27",84,612,1
8350,hypixel.net,2023-08-23 08:19:29,2023-08-23,"08:19:29",138,45533,1
8351,minemen.club,2023-08-23 08:19:30,2023-08-23,"08:19:30",84,1121,1
8352,mc.minehut.com,2023-08-23 08:19:30,2023-08-23,"08:19:30",171,8930,1
8353,og-network.net,2023-08-23 08:19:30,2023-08-23,"08:19:30",103,76,1
8354,mineplex.com,2023-08-23 08:19:49,2023-08-23,"08:19:49","0",,"0"
8355,mc.ltt.gg,2023-08-23 08:20:20,2023-08-23,"08:20:20","0",,"0"
8356,purpleprison.net,2023-08-23 08:20:22,2023-08-23,"08:20:22",116,642,1
8358,hypixel.net,2023-08-23 08:25:28,2023-08-23,"08:25:28",138,45741,1
8359,minemen.club,2023-08-23 08:25:28,2023-08-23,"08:25:28",105,1128,1
8360,mc.minehut.com,2023-08-23 08:25:29,2023-08-23,"08:25:29",171,8986,1
8361,og-network.net,2023-08-23 08:25:29,2023-08-23,"08:25:29",105,71,1
8362,mineplex.com,2023-08-23 08:25:53,2023-08-23,"08:25:53","0",,"0"
8363,mc.ltt.gg,2023-08-23 08:26:14,2023-08-23,"08:26:14",80,,"0"
8364,purpleprison.net,2023-08-23 08:26:14,2023-08-23,"08:26:14",92,708,1
8366,hypixel.net,2023-08-23 08:31:21,2023-08-23,"08:31:21",139,45873,1
8367,minemen.club,2023-08-23 08:31:21,2023-08-23,"08:31:21",102,1140,1
8368,mc.minehut.com,2023-08-23 08:31:21,2023-08-23,"08:31:21",178,9001,1
8369,og-network.net,2023-08-23 08:31:21,2023-08-23,"08:31:21",104,72,1
8370,mineplex.com,2023-08-23 08:31:34,2023-08-23,"08:31:34",17,,"0"
8371,mc.ltt.gg,2023-08-23 08:31:46,2023-08-23,"08:31:46",80,,"0"
8372,purpleprison.net,2023-08-23 08:31:46,2023-08-23,"08:31:46",108,678,1
8374,hypixel.net,2023-08-23 08:36:52,2023-08-23,"08:36:52",139,45835,1
8375,minemen.club,2023-08-23 08:36:52,2023-08-23,"08:36:52",86,1154,1
8376,mc.minehut.com,2023-08-23 08:36:53,2023-08-23,"08:36:53",170,9052,1
8377,og-network.net,2023-08-23 08:36:53,2023-08-23,"08:36:53",102,73,1
8378,mineplex.com,2023-08-23 08:37:17,2023-08-23,"08:37:17","0",,"0"
8379,mc.ltt.gg,2023-08-23 08:37:42,2023-08-23,"08:37:42","0",,"0"
8380,purpleprison.net,2023-08-23 08:37:42,2023-08-23,"08:37:42",105,115,1
8382,hypixel.net,2023-08-23 08:42:44,2023-08-23,"08:42:44",137,45850,1
8383,minemen.club,2023-08-23 08:42:45,2023-08-23,"08:42:45",84,1121,1
8384,mc.minehut.com,2023-08-23 08:42:45,2023-08-23,"08:42:45",174,9122,1
8385,og-network.net,2023-08-23 08:42:45,2023-08-23,"08:42:45",105,72,1
8386,mineplex.com,2023-08-23 08:43:10,2023-08-23,"08:43:10","0",,"0"
8387,mc.ltt.gg,2023-08-23 08:43:29,2023-08-23,"08:43:29","0",,"0"
8388,purpleprison.net,2023-08-23 08:43:29,2023-08-23,"08:43:29",164,124,1
8390,hypixel.net,2023-08-23 08:48:32,2023-08-23,"08:48:32",137,45941,1
8391,minemen.club,2023-08-23 08:48:32,2023-08-23,"08:48:32",101,1151,1
8392,mc.minehut.com,2023-08-23 08:48:33,2023-08-23,"08:48:33",173,9110,1
8393,og-network.net,2023-08-23 08:48:33,2023-08-23,"08:48:33",103,72,1
8394,mineplex.com,2023-08-23 08:48:52,2023-08-23,"08:48:52",16,,"0"
8395,mc.ltt.gg,2023-08-23 08:49:11,2023-08-23,"08:49:11",78,,"0"
8396,purpleprison.net,2023-08-23 08:49:11,2023-08-23,"08:49:11",95,702,1
8398,hypixel.net,2023-08-23 08:54:14,2023-08-23,"08:54:14",140,45988,1
8399,minemen.club,2023-08-23 08:54:14,2023-08-23,"08:54:14",105,1175,1
8400,mc.minehut.com,2023-08-23 08:54:14,2023-08-23,"08:54:14",169,9092,1
8401,og-network.net,2023-08-23 08:54:14,2023-08-23,"08:54:14",105,72,1
8402,mineplex.com,2023-08-23 08:54:39,2023-08-23,"08:54:39","0",,"0"
8403,mc.ltt.gg,2023-08-23 08:54:59,2023-08-23,"08:54:59",81,,"0"
8404,purpleprison.net,2023-08-23 08:54:59,2023-08-23,"08:54:59",108,708,1
8406,hypixel.net,2023-08-23 09:00:02,2023-08-23,"09:00:02",137,46029,1
8407,minemen.club,2023-08-23 09:00:02,2023-08-23,"09:00:02",83,1188,1
8408,mc.minehut.com,2023-08-23 09:00:03,2023-08-23,"09:00:03",173,9109,1
8409,og-network.net,2023-08-23 09:00:03,2023-08-23,"09:00:03",105,80,1
8410,mineplex.com,2023-08-23 09:00:17,2023-08-23,"09:00:17",16,,"0"
8411,mc.ltt.gg,2023-08-23 09:00:35,2023-08-23,"09:00:35",81,,"0"
8412,purpleprison.net,2023-08-23 09:00:36,2023-08-23,"09:00:36",107,732,1
8414,hypixel.net,2023-08-23 09:05:42,2023-08-23,"09:05:42",241,45469,1
8415,minemen.club,2023-08-23 09:05:43,2023-08-23,"09:05:43",103,1128,1
8416,mc.minehut.com,2023-08-23 09:05:43,2023-08-23,"09:05:43",173,9049,1
8417,og-network.net,2023-08-23 09:05:43,2023-08-23,"09:05:43",102,79,1
8418,mineplex.com,2023-08-23 09:05:55,2023-08-23,"09:05:55",21,,"0"
8419,mc.ltt.gg,2023-08-23 09:06:08,2023-08-23,"09:06:08",91,,"0"
8420,purpleprison.net,2023-08-23 09:06:08,2023-08-23,"09:06:08",99,714,1
8422,hypixel.net,2023-08-23 09:11:15,2023-08-23,"09:11:15",135,45593,1
8423,minemen.club,2023-08-23 09:11:15,2023-08-23,"09:11:15",82,1139,1
8424,mc.minehut.com,2023-08-23 09:11:15,2023-08-23,"09:11:15",166,9067,1
8425,og-network.net,2023-08-23 09:11:16,2023-08-23,"09:11:16",104,79,1
8426,mineplex.com,2023-08-23 09:11:28,2023-08-23,"09:11:28",15,,"0"
8427,mc.ltt.gg,2023-08-23 09:11:40,2023-08-23,"09:11:40",78,,"0"
8428,purpleprison.net,2023-08-23 09:11:41,2023-08-23,"09:11:41",89,774,1
8430,hypixel.net,2023-08-23 09:16:44,2023-08-23,"09:16:44",132,45898,1
8431,minemen.club,2023-08-23 09:16:45,2023-08-23,"09:16:45",105,1134,1
8432,mc.minehut.com,2023-08-23 09:16:45,2023-08-23,"09:16:45",172,9069,1
8433,og-network.net,2023-08-23 09:16:45,2023-08-23,"09:16:45",109,81,1
8434,mineplex.com,2023-08-23 09:17:03,2023-08-23,"09:17:03",15,,"0"
8435,mc.ltt.gg,2023-08-23 09:17:21,2023-08-23,"09:17:21",81,,"0"
8436,purpleprison.net,2023-08-23 09:17:21,2023-08-23,"09:17:21",108,744,1
8438,hypixel.net,2023-08-23 09:22:24,2023-08-23,"09:22:24",138,46024,1
8439,minemen.club,2023-08-23 09:22:24,2023-08-23,"09:22:24",86,1147,1
8440,mc.minehut.com,2023-08-23 09:22:25,2023-08-23,"09:22:25",179,9088,1
8441,og-network.net,2023-08-23 09:22:28,2023-08-23,"09:22:28",259,83,1
8442,mineplex.com,2023-08-23 09:22:40,2023-08-23,"09:22:40",119,,"0"
8443,mc.ltt.gg,2023-08-23 09:23:00,2023-08-23,"09:23:00",81,,"0"
8444,purpleprison.net,2023-08-23 09:23:01,2023-08-23,"09:23:01",87,720,1
8446,hypixel.net,2023-08-23 09:28:03,2023-08-23,"09:28:03",143,46102,1
8447,minemen.club,2023-08-23 09:28:04,2023-08-23,"09:28:04",106,1172,1
8448,mc.minehut.com,2023-08-23 09:28:04,2023-08-23,"09:28:04",171,9111,1
8449,og-network.net,2023-08-23 09:28:04,2023-08-23,"09:28:04",102,84,1
8450,mineplex.com,2023-08-23 09:28:28,2023-08-23,"09:28:28",16,,"0"
8451,mc.ltt.gg,2023-08-23 09:28:52,2023-08-23,"09:28:52",84,,"0"
8452,purpleprison.net,2023-08-23 09:28:53,2023-08-23,"09:28:53",113,738,1
8454,hypixel.net,2023-08-23 09:33:55,2023-08-23,"09:33:55",157,46269,1
8455,minemen.club,2023-08-23 09:33:56,2023-08-23,"09:33:56",91,1148,1
8456,mc.minehut.com,2023-08-23 09:33:56,2023-08-23,"09:33:56",180,9061,1
8457,og-network.net,2023-08-23 09:33:58,2023-08-23,"09:33:58",110,86,1
8458,mineplex.com,2023-08-23 09:34:16,2023-08-23,"09:34:16","0",,"0"
8459,mc.ltt.gg,2023-08-23 09:34:34,2023-08-23,"09:34:34",114,,"0"
8460,purpleprison.net,2023-08-23 09:34:34,2023-08-23,"09:34:34",140,702,1
8462,hypixel.net,2023-08-23 09:39:37,2023-08-23,"09:39:37",142,46220,1
8463,minemen.club,2023-08-23 09:39:37,2023-08-23,"09:39:37",111,1163,1
8464,mc.minehut.com,2023-08-23 09:39:37,2023-08-23,"09:39:37",175,9108,1
8465,og-network.net,2023-08-23 09:39:38,2023-08-23,"09:39:38",103,81,1
8466,mineplex.com,2023-08-23 09:39:52,2023-08-23,"09:39:52",17,,"0"
8467,mc.ltt.gg,2023-08-23 09:40:10,2023-08-23,"09:40:10",82,,"0"
8468,purpleprison.net,2023-08-23 09:40:11,2023-08-23,"09:40:11",101,780,1
8470,hypixel.net,2023-08-23 09:45:11,2023-08-23,"09:45:11",141,46233,1
8471,minemen.club,2023-08-23 09:45:11,2023-08-23,"09:45:11",85,1177,1
8472,mc.minehut.com,2023-08-23 09:45:12,2023-08-23,"09:45:12",185,9119,1
8473,og-network.net,2023-08-23 09:45:12,2023-08-23,"09:45:12",105,79,1
8474,mineplex.com,2023-08-23 09:45:29,2023-08-23,"09:45:29",19,,"0"
8475,mc.ltt.gg,2023-08-23 09:45:48,2023-08-23,"09:45:48",81,,"0"
8476,purpleprison.net,2023-08-23 09:45:48,2023-08-23,"09:45:48",96,780,1
8478,hypixel.net,2023-08-23 09:50:55,2023-08-23,"09:50:55",138,46282,1
8479,minemen.club,2023-08-23 09:50:55,2023-08-23,"09:50:55",104,1160,1
8480,mc.minehut.com,2023-08-23 09:50:55,2023-08-23,"09:50:55",175,9174,1
8481,og-network.net,2023-08-23 09:50:56,2023-08-23,"09:50:56",106,72,1
8482,mineplex.com,2023-08-23 09:51:08,2023-08-23,"09:51:08",17,,"0"
8483,mc.ltt.gg,2023-08-23 09:51:20,2023-08-23,"09:51:20",82,,"0"
8484,purpleprison.net,2023-08-23 09:51:20,2023-08-23,"09:51:20",100,762,1
8486,hypixel.net,2023-08-23 09:56:29,2023-08-23,"09:56:29",139,46312,1
8487,minemen.club,2023-08-23 09:56:31,2023-08-23,"09:56:31",85,1183,1
8488,mc.minehut.com,2023-08-23 09:56:32,2023-08-23,"09:56:32",175,9228,1
8489,og-network.net,2023-08-23 09:56:32,2023-08-23,"09:56:32",103,74,1
